model,accuracy,precision,recall,f1,roc_auc,pr_auc,brier,best_epoch,best_val_loss,seed,calibration,auc_ci_lo,auc_ci_hi
GRU (2-layer),0.7941415785191213,0.0,0.0,0.0,0.479769012739656,0.2010746078999567,0.1646527663111107,1.0,0.8203850583783512,44.0,platt,0.389,0.559
CNN (3-layer),0.7941415785191213,0.0,0.0,0.0,0.42785278839715757,0.1719170939684148,0.1675326566726118,1.0,1.041827796862043,44.0,platt,0.324,0.514
Random Forest,0.7765120694331434,0.15053763440860216,0.01844532279314888,0.03286384976525822,0.5065301311403414,0.20833375792361708,0.17922725752586702,,,44.0,,,
Ensemble (avg),0.7898020070518036,0.05555555555555555,0.0013175230566534915,0.002574002574002574,0.5067508432507541,0.20734618928118004,0.1677880524573675,,,,,,
Ensemble (60%GRU),0.7937347436940602,0.0,0.0,0.0,0.5049927959207183,0.20649299184787667,0.16649668171433674,,,,,,
