accuracy,precision,recall,f1,roc_auc,pr_auc,brier,auc_ci_lo,auc_ci_hi,model,subset,seed,n_features
0.8379478827361564,0.2826086956521739,0.06267217630853994,0.10259301014656144,0.5421215806591301,0.1996776379334794,0.1402857388120482,0.3525723446509218,0.772371035130045,XGBoost,ENG_inhaler_pef,43,53
0.7921074043938161,0.2857142857142857,0.006587615283267457,0.0128783000643915,0.5461932335651598,0.21866780205800135,0.16871307011505193,0.4148959970141715,0.7031868425501284,RandomForest,ENG_inhaler_pef,44,53
0.7941415785191213,0.0,0.0,0.0,0.5255713316342325,0.21898916380571704,0.16628210714609915,0.43091792862246414,0.734705052205777,LightGBM,ENG_inhaler_pef,44,53
0.7941415785191213,0.0,0.0,0.0,0.5142708603317565,0.21342752133487716,0.16553781465819514,0.42550346688795304,0.7187612437166182,XGBoost,ENG_inhaler_pef,44,53
0.8716807123549054,0.0,0.0,0.0,0.49043348808107823,0.11730315005559325,0.11691925988233631,0.35339991928974984,0.580657719301078,RandomForest,ENG_inhaler_pef,45,53
0.8716807123549054,0.0,0.0,0.0,0.4990610252230235,0.13262116207737412,0.11593422212428643,0.4461193739210981,0.5852752628061008,LightGBM,ENG_inhaler_pef,45,53
0.8716807123549054,0.0,0.0,0.0,0.5045644481635743,0.13729269721460885,0.11618780309666972,0.41712519999157927,0.5847814830995259,XGBoost,ENG_inhaler_pef,45,53
0.5104381549632808,0.13360323886639677,0.5859375,0.2175919820651457,0.5469407114393868,0.12455294976379608,0.2918859512500934,0.41676883933463277,0.6375734967020195,RandomForest,ENG_inhaler_pef,46,53
0.4182688340622164,0.1273447820343461,0.6846590909090909,0.2147471597237692,0.5254693825803549,0.13824553968496747,0.33443376968945737,0.4206737214800348,0.5928876830976096,LightGBM,ENG_inhaler_pef,46,53
0.4655499628682235,0.12557246269759195,0.6036931818181818,0.2079002079002079,0.5237318090047615,0.13027618261556465,0.33053698995924696,0.4272698569330227,0.5685186143392895,XGBoost,ENG_inhaler_pef,46,53
0.765770423991727,0.9872352770525095,0.5211332312404288,0.68216898867395,0.6772147735775171,0.7833517247104023,0.22105120015789115,0.23899114492092827,0.9795404482582575,RandomForest,ENG_MM_full,42,119
