threshold,input_length_days,washout_days,algo,subset,n_features,n_train,n_val,n_test,train_positive,val_positive,test_positive,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_pr_auc,test_brier
3,14,0,rf,smartwatch_only,216,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.1202185792349727,0.006172839506172839,0.029600439426628666,0.9885714285714285,0.0,0.0,0.0,0.7182080924855491,0.04946158287876554,0.03699778257546775
3,14,0,rf,smartinhaler_only,86,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.8633879781420765,0.030303030303030304,0.07381803982418302,0.8857142857142857,0.0,0.0,0.0,0.6242774566473988,0.01968679085558274,0.08334185223270486
3,14,0,rf,peakflow_only,131,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.3114754098360656,0.007633587786259542,0.07406419600350202,0.8342857142857143,0.017857142857142856,0.25,0.03333333333333333,0.3143063583815029,0.027941849816849815,0.16827750795871793
3,14,0,rf,environment_only,171,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.3825136612021858,0.008771929824561403,0.052902480663654244,0.9885714285714285,0.0,0.0,0.0,0.41401734104046245,0.011605079932933167,0.03533551637194395
3,14,0,rf,no_smartwatch,270,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.24590163934426235,0.007194244604316547,0.06313112897559503,0.9885714285714285,0.0,0.0,0.0,0.4028179190751445,0.014940619896918587,0.07648636409646446
3,14,0,rf,no_smartinhaler,400,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.9672131147540983,0.14285714285714285,0.06524152616525006,0.9885714285714285,0.0,0.0,0.0,0.39739884393063585,0.011345431047426472,0.05171632553645634
3,14,0,rf,no_peakflow,355,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.9617486338797814,0.125,0.061881721177419934,0.9885714285714285,0.0,0.0,0.0,0.6477601156069365,0.02104346851621117,0.035914793177568356
3,14,0,rf,no_environment,315,710,184,350,48,1,4,0.9945652173913043,0.0,0.0,0.0,0.14754098360655743,0.006369426751592357,0.05345076973414758,0.9885714285714285,0.0,0.0,0.0,0.4739884393063584,0.013024488689832282,0.06693849127085061
2,14,0,rf,all,427,713,184,348,51,1,2,0.9782608695652174,0.0,0.0,0.0,0.9781420765027322,0.2,0.10429431855986836,0.9942528735632183,0.0,0.0,0.0,0.5447976878612717,0.009164803901646007,0.07320463187032294
2,14,0,rf,smartwatch_only,216,713,184,348,51,1,2,0.9945652173913043,0.0,0.0,0.0,0.1584699453551912,0.0064516129032258064,0.0755142335359107,0.9942528735632183,0.0,0.0,0.0,0.573699421965318,0.014416666666666666,0.05321955476677508
