threshold,input_length_days,washout_days,arch,val_accuracy_mean,val_accuracy_std,val_accuracy_min,val_accuracy_max,val_precision_mean,val_precision_std,val_precision_min,val_precision_max,val_recall_mean,val_recall_std,val_recall_min,val_recall_max,val_f1_mean,val_f1_std,val_f1_min,val_f1_max,val_roc_auc_mean,val_roc_auc_std,val_roc_auc_min,val_roc_auc_max,val_pr_auc_mean,val_pr_auc_std,val_pr_auc_min,val_pr_auc_max,val_brier_mean,val_brier_std,val_brier_min,val_brier_max,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_precision_mean,test_precision_std,test_precision_min,test_precision_max,test_recall_mean,test_recall_std,test_recall_min,test_recall_max,test_f1_mean,test_f1_std,test_f1_min,test_f1_max,test_roc_auc_mean,test_roc_auc_std,test_roc_auc_min,test_roc_auc_max,test_pr_auc_mean,test_pr_auc_std,test_pr_auc_min,test_pr_auc_max,test_brier_mean,test_brier_std,test_brier_min,test_brier_max,n_seeds
3,14,14,rnn,0.8391,0.0734,0.7554,0.9348,0.0337,0.029,0.0,0.0769,0.8,0.4472,0.0,1.0,0.064,0.0538,0.0,0.1429,0.9464,0.0931,0.7814,1.0,0.4782,0.4809,0.0244,1.0,0.1264,0.0471,0.0626,0.1836,0.9877,0.0,0.9877,0.9877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6484,0.2632,0.3812,0.9203,0.0705,0.0763,0.0118,0.1612,0.0122,0.0,0.0122,0.0122,5
