sensor_tag,threshold,input_length_days,washout_days,n_features,n_train,n_val,n_test,train_users,val_users,test_users,train_positive,val_positive,test_positive,seed,algo,params,param_C,param_class_weight,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier,param_n_estimators,param_max_depth,param_min_samples_leaf,param_learning_rate,param_subsample,param_scale_pos_weight
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.1;max_depth=3;n_estimators=500;scale_pos_weight=auto;subsample=0.7,,,0.9723502304147466,0.0,0.0,0.0,0.12037037037037035,0.005128205128205128,0.022788652571992647,500.0,3.0,,0.1,0.7,auto
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.1;max_depth=3;n_estimators=500;scale_pos_weight=1.0;subsample=1.0,,,0.9953917050691244,0.0,0.0,0.0,0.19444444444444442,0.00558659217877095,0.0067706411819174524,500.0,3.0,,0.1,1.0,1.0
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.1;max_depth=3;n_estimators=500;scale_pos_weight=auto;subsample=1.0,,,0.967741935483871,0.0,0.0,0.0,0.1111111111111111,0.005076142131979695,0.017496104647779096,500.0,3.0,,0.1,1.0,auto
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.05;max_depth=6;n_estimators=500;scale_pos_weight=1.0;subsample=0.7,,,0.9815668202764977,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.0166535436869461,500.0,6.0,,0.05,0.7,1.0
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.05;max_depth=6;n_estimators=500;scale_pos_weight=auto;subsample=0.7,,,0.9400921658986175,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.03872877088998122,500.0,6.0,,0.05,0.7,auto
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.05;max_depth=6;n_estimators=500;scale_pos_weight=1.0;subsample=1.0,,,0.9769585253456221,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.016869629407023835,500.0,6.0,,0.05,1.0,1.0
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.05;max_depth=6;n_estimators=500;scale_pos_weight=auto;subsample=1.0,,,0.9447004608294931,0.0,0.0,0.0,0.060185185185185175,0.004807692307692308,0.0329764619197617,500.0,6.0,,0.05,1.0,auto
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.1;max_depth=6;n_estimators=500;scale_pos_weight=1.0;subsample=0.7,,,0.9907834101382489,0.0,0.0,0.0,0.06481481481481483,0.004830917874396135,0.013987700361069081,500.0,6.0,,0.1,0.7,1.0
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.1;max_depth=6;n_estimators=500;scale_pos_weight=auto;subsample=0.7,,,0.9308755760368663,0.0,0.0,0.0,0.04629629629629628,0.004739336492890996,0.04761567654620444,500.0,6.0,,0.1,0.7,auto
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.1;max_depth=6;n_estimators=500;scale_pos_weight=1.0;subsample=1.0,,,0.9723502304147466,0.0,0.0,0.0,0.04629629629629628,0.004739336492890996,0.01713946202099243,500.0,6.0,,0.1,1.0,1.0
all,2,3,0,427,963,217,408,13,3,4,55,1,3,42,xgb,learning_rate=0.1;max_depth=6;n_estimators=500;scale_pos_weight=auto;subsample=1.0,,,0.9400921658986175,0.0,0.0,0.0,0.07407407407407407,0.004878048780487805,0.039027565135942556,500.0,6.0,,0.1,1.0,auto
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=0.01;class_weight=None,0.01,,0.9723502304147466,0.0,0.0,0.0,0.05092592592592593,0.004761904761904762,0.031092961516802034,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=0.01;class_weight=balanced,0.01,balanced,0.663594470046083,0.0,0.0,0.0,0.07870370370370372,0.004901960784313725,0.22578172586718787,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=0.1;class_weight=None,0.1,,0.9170506912442397,0.0,0.0,0.0,0.09722222222222221,0.005,0.06557639110733962,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=0.1;class_weight=balanced,0.1,balanced,0.728110599078341,0.0,0.0,0.0,0.1111111111111111,0.005076142131979695,0.1920370249033173,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=1.0;class_weight=None,1.0,,0.8387096774193549,0.0,0.0,0.0,0.12962962962962965,0.0051813471502590676,0.1274198648979108,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=1.0;class_weight=balanced,1.0,balanced,0.7465437788018433,0.0,0.0,0.0,0.16666666666666663,0.0055248618784530384,0.2141759382322904,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=10.0;class_weight=None,10.0,,0.8294930875576036,0.0,0.0,0.0,0.16666666666666663,0.0055248618784530384,0.15125310460039362,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,lr,C=10.0;class_weight=balanced,10.0,balanced,0.7511520737327189,0.0,0.0,0.0,0.18055555555555558,0.0056179775280898875,0.2170375778349246,,,,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=None;min_samples_leaf=1;n_estimators=200,,,0.9953917050691244,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.0567615820931957,200.0,,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=None;min_samples_leaf=1;n_estimators=200,,balanced,0.9953917050691244,0.0,0.0,0.0,0.38425925925925924,0.007246376811594203,0.024367428548044537,200.0,,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=None;min_samples_leaf=5;n_estimators=200,,,0.9953917050691244,0.0,0.0,0.0,0.037037037037037035,0.004694835680751174,0.036287351846628325,200.0,,5.0,,,
