config,real_pooled_roc,null_n,null_mean,null_std,null_q05,null_q50,null_q95,p_value
rf_all_T4_L14_W7,0.35442573230106156,200,0.3420176663427831,0.16546473201404752,0.12479460206902257,0.309744392488427,0.664060165022868,0.40298507462686567
xgb_smartinhaler_T4_L14_W14,0.6194068942210206,200,0.43960904424073843,0.20930553413536057,0.13515400480374415,0.42446184517706764,0.806911203330771,0.21890547263681592
