config,permutation,pooled_roc_auc,pooled_pr_auc,elapsed_sec
xgb_smartinhaler_T4_L14_W14,131,0.4295900575784608,0.23944692440007503,1.86
xgb_smartinhaler_T4_L14_W14,132,0.34538787737317156,0.24443930547697473,1.82
xgb_smartinhaler_T4_L14_W14,133,0.5023236607142858,0.22511663031814727,1.9
xgb_smartinhaler_T4_L14_W14,134,0.7012277688789075,0.3696663864834253,1.85
xgb_smartinhaler_T4_L14_W14,135,0.5709205446047552,0.1242609410401124,1.95
xgb_smartinhaler_T4_L14_W14,136,0.8012941919191919,0.16230606032299383,1.92
xgb_smartinhaler_T4_L14_W14,137,0.4985645408722331,0.42709736645123636,1.94
xgb_smartinhaler_T4_L14_W14,138,0.5743099684222838,0.22675283710331134,1.94
xgb_smartinhaler_T4_L14_W14,139,0.16895074669358384,0.09861483555712021,1.87
xgb_smartinhaler_T4_L14_W14,140,0.25346155834755185,0.13084047775065974,1.94
xgb_smartinhaler_T4_L14_W14,141,0.503134865844698,0.29128974161556054,1.9
xgb_smartinhaler_T4_L14_W14,142,0.6569710514317321,0.3942373101615098,2.08
xgb_smartinhaler_T4_L14_W14,143,0.4089137066335763,0.17935811993208156,1.92
xgb_smartinhaler_T4_L14_W14,144,0.4262203313927452,0.28495859909898497,1.93
xgb_smartinhaler_T4_L14_W14,145,0.559108140462889,0.21244534573336593,2.05
xgb_smartinhaler_T4_L14_W14,146,0.43446817025412343,0.19793307592618964,2.0
xgb_smartinhaler_T4_L14_W14,147,0.2820942582144042,0.23633600642371266,2.05
xgb_smartinhaler_T4_L14_W14,148,0.20489470952433916,0.15779341501501878,1.96
xgb_smartinhaler_T4_L14_W14,149,0.14496968968894966,0.1689212680865939,1.91
xgb_smartinhaler_T4_L14_W14,150,0.8287482466365055,0.36892302600223764,2.03
xgb_smartinhaler_T4_L14_W14,151,0.5055832986544596,0.2695018522062757,1.99
xgb_smartinhaler_T4_L14_W14,152,0.3149046722854104,0.09063330091443916,1.9
xgb_smartinhaler_T4_L14_W14,153,0.13264906927284495,0.21147811821442258,2.17
xgb_smartinhaler_T4_L14_W14,154,0.4452482951564959,0.19152850010054137,2.0
xgb_smartinhaler_T4_L14_W14,155,0.7010636097498886,0.4081134097346894,2.02
xgb_smartinhaler_T4_L14_W14,156,0.300986456034928,0.13448895319292645,2.01
xgb_smartinhaler_T4_L14_W14,157,0.22353536651990868,0.034369677021823086,1.94
xgb_smartinhaler_T4_L14_W14,158,0.34207189135597516,0.14532120339965932,1.91
xgb_smartinhaler_T4_L14_W14,159,0.3289015511237734,0.05437708422226705,1.97
xgb_smartinhaler_T4_L14_W14,160,0.1445587765980386,0.15907683531597838,2.14
xgb_smartinhaler_T4_L14_W14,161,0.35581328751431845,0.22098206126028822,2.12
xgb_smartinhaler_T4_L14_W14,162,0.8149014366855997,0.7087022099987872,2.12
xgb_smartinhaler_T4_L14_W14,163,0.23938146271314115,0.17556748624482477,2.05
xgb_smartinhaler_T4_L14_W14,164,0.2204305061289047,0.18949282658507643,2.23
xgb_smartinhaler_T4_L14_W14,165,0.3095525044928414,0.18027967312618098,2.15
xgb_smartinhaler_T4_L14_W14,166,0.2366167768882701,0.16723327212099698,2.04
xgb_smartinhaler_T4_L14_W14,167,0.4438819525049409,0.11083140849382848,2.09
xgb_smartinhaler_T4_L14_W14,168,0.5025007301401869,0.09396199734514357,2.05
xgb_smartinhaler_T4_L14_W14,169,0.5809497071387678,0.11317351970854798,2.04
xgb_smartinhaler_T4_L14_W14,170,0.648932714058815,0.1802276583685843,2.1
xgb_smartinhaler_T4_L14_W14,171,0.1712714349499801,0.1017304708122296,2.09
xgb_smartinhaler_T4_L14_W14,172,0.40127029250531493,0.2874282793707915,1.99
xgb_smartinhaler_T4_L14_W14,173,0.4870274053603968,0.17223053874013186,1.96
xgb_smartinhaler_T4_L14_W14,174,0.8036886952621969,0.28266938717905193,2.2
xgb_smartinhaler_T4_L14_W14,175,0.308347689311662,0.08260676912004808,2.06
xgb_smartinhaler_T4_L14_W14,176,0.37741827532760325,0.2931040165273156,2.14
xgb_smartinhaler_T4_L14_W14,177,0.22644760194708824,0.16845961999843517,2.04
xgb_smartinhaler_T4_L14_W14,178,0.3570306134326621,0.2188223454008869,1.96
xgb_smartinhaler_T4_L14_W14,179,0.48521310199254475,0.11472395408687802,2.03
xgb_smartinhaler_T4_L14_W14,180,0.4579638832050408,0.21245665764147964,2.07
xgb_smartinhaler_T4_L14_W14,181,0.6368388528766362,0.2559263126294141,2.07
xgb_smartinhaler_T4_L14_W14,182,0.5421317630995051,0.31102366285614846,1.98
xgb_smartinhaler_T4_L14_W14,183,0.3347472529814876,0.19717072141582248,1.93
xgb_smartinhaler_T4_L14_W14,184,0.3722271939146485,0.1863745529918185,1.95
xgb_smartinhaler_T4_L14_W14,185,0.3497651215156457,0.10465263159426062,2.25
xgb_smartinhaler_T4_L14_W14,186,0.1449581124137337,0.10423461039227591,2.11
xgb_smartinhaler_T4_L14_W14,187,0.4116116571737874,0.15107547784016734,2.1
xgb_smartinhaler_T4_L14_W14,188,0.20323402623022688,0.16255758449605195,2.11
xgb_smartinhaler_T4_L14_W14,189,0.1660772110908723,0.13754706055642113,2.04
xgb_smartinhaler_T4_L14_W14,190,0.5040549739448852,0.22262037056003095,1.97
xgb_smartinhaler_T4_L14_W14,191,0.36052263056787376,0.08049946272671282,2.07
xgb_smartinhaler_T4_L14_W14,192,0.7772414054217779,0.4463713334958707,2.11
xgb_smartinhaler_T4_L14_W14,193,0.38818085445709893,0.18591094171237343,1.95
xgb_smartinhaler_T4_L14_W14,194,0.8229925964039676,0.592178540855566,1.95
xgb_smartinhaler_T4_L14_W14,195,0.4454218517480104,0.26369050062628935,2.07
xgb_smartinhaler_T4_L14_W14,196,0.3761890943065032,0.10043648266125411,2.17
xgb_smartinhaler_T4_L14_W14,197,0.4878916746945191,0.13745709652020002,1.96
xgb_smartinhaler_T4_L14_W14,198,0.19673693991576863,0.09474696500664989,1.94
xgb_smartinhaler_T4_L14_W14,199,0.08137184081655628,0.13547062726870598,1.91
