threshold,input_length_days,washout_days,n_train,n_val,n_test,train_positive,val_positive,test_positive,n_channels,seed,arch,hp,hp_hidden_dim,hp_num_layers,hp_dropout,best_epoch,best_val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_pr_auc,test_brier
4,3,7,876,217,397,54,1,5,72,42,rnn,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,29,0.3167207656162126,0.9400921658986175,0.0,0.0,0.0,0.8379629629629629,0.023809523809523808,0.056929216584818414,0.9874055415617129,0.0,0.0,0.0,0.1816326530612245,0.008778802825183342,0.012500575447191109
2,14,7,664,184,336,51,1,2,72,42,cnn,dropout=0.4,,,0.4,7,0.602488129089276,0.842391304347826,0.0,0.0,0.0,0.7595628415300546,0.022222222222222223,0.13502494342501753,0.9940476190476191,0.0,0.0,0.0,0.8143712574850299,0.02307489451476793,0.005916725625623995
2,3,0,963,217,408,55,1,3,72,42,rnn,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,30,0.3696876530136381,0.9078341013824884,0.0,0.0,0.0,0.7916666666666666,0.019230769230769232,0.06642342264511374,0.9926470588235294,0.0,0.0,0.0,0.10617283950617284,0.005408286919954748,0.007306725220801377
3,3,14,785,217,384,53,1,5,72,42,rnn,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,18,0.4654232497726168,0.8018433179723502,0.0,0.0,0.0,0.7453703703703703,0.016129032258064516,0.12902760570837699,0.9869791666666666,0.0,0.0,0.0,0.11503957783641164,0.008629903122540167,0.012925673453320291
4,3,14,789,217,385,54,1,5,72,42,rnn,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,24,0.364878885447979,0.8940092165898618,0.0,0.0,0.0,0.7407407407407408,0.015873015873015872,0.07300339566762944,0.987012987012987,0.0,0.0,0.0,0.2505263157894737,0.010032650794522304,0.012888052878324788
2,3,14,783,217,382,55,1,3,72,42,rnn,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,21,0.5264388876301902,0.7972350230414746,0.0,0.0,0.0,0.7175925925925927,0.014705882352941176,0.14352502855987587,0.9921465968586387,0.0,0.0,0.0,0.07211961301671066,0.005584981714013972,0.007803560603696224
2,3,7,867,217,394,55,1,3,72,42,rnn,dropout=0.4;hidden_dim=64;num_layers=2,64.0,2.0,0.4,25,0.4930794813803264,0.8387096774193549,0.0,0.0,0.0,0.6574074074074074,0.012345679012345678,0.11400799181572827,0.9923857868020305,0.0,0.0,0.0,0.9121909633418585,0.05359014675052411,0.00756437122443979
2,3,14,783,217,382,55,1,3,72,42,lstm,dropout=0.2;hidden_dim=32;num_layers=2,32.0,2.0,0.2,1,0.7620648571423122,0.35023041474654376,0.007042253521126761,1.0,0.013986013986013986,0.5925925925925927,0.010526315789473684,0.26131352535598346,0.9921465968586387,0.0,0.0,0.0,0.901495162708883,0.18712357217030112,0.007802597252185808
4,14,7,671,184,339,50,1,4,72,42,gru,dropout=0.2;hidden_dim=32;num_layers=1,32.0,1.0,0.2,1,0.7951762874921163,0.41847826086956524,0.009259259259259259,1.0,0.01834862385321101,0.4207650273224044,0.009345794392523364,0.27380669982638867,0.9882005899705014,0.0,0.0,0.0,0.5194029850746269,0.015110740000642206,0.011701126250588266
3,14,7,665,184,338,48,1,4,72,42,gru,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,1,0.8823230564594269,0.14130434782608695,0.006289308176100629,1.0,0.0125,0.3825136612021858,0.008771929824561403,0.3180006173821344,0.9881656804733728,0.0,0.0,0.0,0.7065868263473054,0.02371874143654218,0.011735915876169158
2,14,0,713,184,348,51,1,2,72,42,gru,dropout=0.2;hidden_dim=64;num_layers=1,64.0,1.0,0.2,6,1.0690227349599202,0.2554347826086957,0.007246376811594203,1.0,0.014388489208633094,0.3770491803278688,0.008695652173913044,0.40268957056217247,0.9942528735632183,0.0,0.0,0.0,0.800578034682081,0.5071428571428571,0.005714049523667177
4,14,14,622,184,325,50,1,4,72,42,gru,dropout=0.2;hidden_dim=32;num_layers=1,32.0,1.0,0.2,1,0.8362754782040914,0.31521739130434784,0.007874015748031496,1.0,0.015625,0.36612021857923494,0.008547008547008548,0.2973270289935436,0.9876923076923076,0.0,0.0,0.0,0.544392523364486,0.016676928197021382,0.012204125607452005
2,14,7,664,184,336,51,1,2,72,42,gru,dropout=0.2;hidden_dim=32;num_layers=1,32.0,1.0,0.2,1,0.895098994175593,0.18478260869565216,0.006622516556291391,1.0,0.013157894736842105,0.34426229508196726,0.008264462809917356,0.32563792327899244,0.9940476190476191,0.0,0.0,0.0,0.7679640718562875,0.02177797632343087,0.005917033291388417
3,14,14,616,184,324,48,1,4,72,42,gru,dropout=0.2;hidden_dim=32;num_layers=1,32.0,1.0,0.2,1,0.925866037607193,0.125,0.006172839506172839,1.0,0.012269938650306749,0.3114754098360656,0.007874015748031496,0.3411309886464922,0.9876543209876543,0.0,0.0,0.0,0.73359375,0.027425437527401862,0.01224167180223646
