threshold,input_length_days,washout_days,arch,val_accuracy_mean,val_accuracy_std,val_accuracy_min,val_accuracy_max,val_precision_mean,val_precision_std,val_precision_min,val_precision_max,val_recall_mean,val_recall_std,val_recall_min,val_recall_max,val_f1_mean,val_f1_std,val_f1_min,val_f1_max,val_roc_auc_mean,val_roc_auc_std,val_roc_auc_min,val_roc_auc_max,val_pr_auc_mean,val_pr_auc_std,val_pr_auc_min,val_pr_auc_max,val_brier_mean,val_brier_std,val_brier_min,val_brier_max,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_precision_mean,test_precision_std,test_precision_min,test_precision_max,test_recall_mean,test_recall_std,test_recall_min,test_recall_max,test_f1_mean,test_f1_std,test_f1_min,test_f1_max,test_roc_auc_mean,test_roc_auc_std,test_roc_auc_min,test_roc_auc_max,test_pr_auc_mean,test_pr_auc_std,test_pr_auc_min,test_pr_auc_max,test_brier_mean,test_brier_std,test_brier_min,test_brier_max,n_seeds
4,14,7,rnn,0.8565,0.0807,0.7174,0.9185,0.0233,0.0245,0.0,0.05,0.6,0.5477,0.0,1.0,0.0446,0.0468,0.0,0.0952,0.894,0.1617,0.612,1.0,0.3056,0.4072,0.0139,1.0,0.1026,0.0604,0.0482,0.2056,0.9882,0.0,0.9882,0.9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5734,0.3106,0.106,0.9709,0.0959,0.1186,0.0081,0.2875,0.0117,0.0,0.0116,0.0117,5
