threshold,input_length_days,washout_days,n_train,n_val,n_test,train_positive,val_positive,test_positive,n_channels,seed,arch,hp,hp_hidden_dim,hp_num_layers,hp_dropout,best_epoch,best_val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_pr_auc,test_brier
2,3,0,963,217,408,55,1,3,72,42,rnn,dropout=0.2;hidden_dim=64;num_layers=1,64.0,1.0,0.2,1,0.9375007237706866,0.2857142857142857,0.00641025641025641,1.0,0.012738853503184714,0.44907407407407407,0.007936507936507936,0.33854625728620036,0.9926470588235294,0.0,0.0,0.0,0.6551440329218107,0.013840539023020775,0.007306670396989554
2,3,0,963,217,408,55,1,3,72,42,rnn,dropout=0.4;hidden_dim=64;num_layers=1,64.0,1.0,0.4,1,0.9375007237706866,0.2857142857142857,0.00641025641025641,1.0,0.012738853503184714,0.44907407407407407,0.007936507936507936,0.33854625728620036,0.9926470588235294,0.0,0.0,0.0,0.6551440329218107,0.013840539023020775,0.007306670396989554
2,3,0,963,217,408,55,1,3,72,42,rnn,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,30,0.3696876530136381,0.9078341013824884,0.0,0.0,0.0,0.7916666666666666,0.019230769230769232,0.06642342264511374,0.9926470588235294,0.0,0.0,0.0,0.10617283950617284,0.005408286919954748,0.007306725220801377
2,3,0,963,217,408,55,1,3,72,42,rnn,dropout=0.4;hidden_dim=64;num_layers=2,64.0,2.0,0.4,30,0.39605421147176195,0.9216589861751152,0.0,0.0,0.0,0.7175925925925927,0.014705882352941176,0.06726411955686977,0.9926470588235294,0.0,0.0,0.0,0.08477366255144032,0.005316776618436415,0.007306336549185265
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.2;hidden_dim=32;num_layers=1,32.0,1.0,0.2,1,0.8094655105045864,0.2626728110599078,0.0,0.0,0.0,0.22685185185185186,0.005747126436781609,0.2806349492084657,0.9923857868020305,0.0,0.0,0.0,0.4867860187553282,0.010916412845724565,0.007565705695697705
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.4;hidden_dim=32;num_layers=1,32.0,1.0,0.4,1,0.8094655105045864,0.2626728110599078,0.0,0.0,0.0,0.22685185185185186,0.005747126436781609,0.2806349492084657,0.9923857868020305,0.0,0.0,0.0,0.4867860187553282,0.010916412845724565,0.007565705695697705
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.2;hidden_dim=32;num_layers=2,32.0,2.0,0.2,1,0.7530058877808707,0.37327188940092165,0.0,0.0,0.0,0.2222222222222222,0.005714285714285714,0.25285023755960306,0.9923857868020305,0.0,0.0,0.0,0.36999147485080985,0.007709738611094051,0.007565569849655318
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.4;hidden_dim=32;num_layers=2,32.0,2.0,0.4,1,0.7522766079221453,0.3778801843317972,0.0,0.0,0.0,0.2361111111111111,0.005813953488372093,0.25249294247048343,0.9923857868020305,0.0,0.0,0.0,0.3324808184143222,0.0072869413999792805,0.007565568623292767
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.2;hidden_dim=64;num_layers=1,64.0,1.0,0.2,1,0.8603557773998806,0.1889400921658986,0.005649717514124294,1.0,0.011235955056179775,0.24537037037037035,0.0058823529411764705,0.3051434794316111,0.9923857868020305,0.0,0.0,0.0,0.7783461210571185,0.08059999072657299,0.0075654832692188725
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.4;hidden_dim=64;num_layers=1,64.0,1.0,0.4,1,0.8603557773998806,0.1889400921658986,0.005649717514124294,1.0,0.011235955056179775,0.24537037037037035,0.0058823529411764705,0.3051434794316111,0.9923857868020305,0.0,0.0,0.0,0.7783461210571185,0.08059999072657299,0.0075654832692188725
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.2;hidden_dim=64;num_layers=2,64.0,2.0,0.2,1,0.776907069342477,0.1336405529953917,0.005291005291005291,1.0,0.010526315789473684,0.17592592592592593,0.005405405405405406,0.2646727819609399,0.9923857868020305,0.0,0.0,0.0,0.7331628303495311,0.02063386524822695,0.007565603692599615
2,3,7,867,217,394,55,1,3,72,42,gru,dropout=0.4;hidden_dim=64;num_layers=2,64.0,2.0,0.4,1,0.7750208292688642,0.1382488479262673,0.005319148936170213,1.0,0.010582010582010581,0.18055555555555558,0.005434782608695652,0.26372027990781377,0.9923857868020305,0.0,0.0,0.0,0.7271952259164536,0.019811507936507936,0.0075656013187280595
2,3,7,867,217,394,55,1,3,72,42,lstm,dropout=0.2;hidden_dim=32;num_layers=1,32.0,1.0,0.2,1,0.8630919967378888,0.15207373271889402,0.005405405405405406,1.0,0.010752688172043012,0.2962962962962963,0.006289308176100629,0.30892850048647175,0.9923857868020305,0.0,0.0,0.0,0.6351236146632566,0.02416033902367283,0.007565733686051208
2,3,7,867,217,394,55,1,3,72,42,lstm,dropout=0.4;hidden_dim=32;num_layers=1,32.0,1.0,0.4,1,0.8630919967378888,0.15207373271889402,0.005405405405405406,1.0,0.010752688172043012,0.2962962962962963,0.006289308176100629,0.30892850048647175,0.9923857868020305,0.0,0.0,0.0,0.6351236146632566,0.02416033902367283,0.007565733686051208
