epoch,train_loss,val_loss
1,1.0110882361020361,0.8507037079222849
2,0.9827443584799767,0.8925093615723547
3,0.9766482036738169,0.8529257195018162
4,0.9705775248862448,0.8648272627424971
5,0.9630383863335564,0.9072058448724658
6,0.9584334730392411,0.8572170191279082
