epoch,train_loss,val_loss
1,1.0172128152279627,0.8690806630058824
2,0.9806539206987336,0.7900919184506496
3,0.9687118668641362,0.837299190392004
4,0.9586915125449499,0.8498884545308407
5,0.9543627614066714,0.8554811795181203
6,0.942742044372218,0.7871872532033475
7,0.9334908244865281,0.8943030990172769
8,0.9304091249193464,0.9148019435249757
9,0.9213792898115658,1.0610196362031954
10,0.9276323967746326,0.9107150896408848
11,0.9192893966322854,1.0002924443405365
