epoch,train_loss,val_loss
1,0.5431775295637488,1.8636499396101995
2,0.3986369901435162,2.813218260240374
3,0.3577801040638753,4.089026235250963
4,0.3314823579739749,4.939434449685822
5,0.3132801691327638,6.138256471217821
6,0.28172848319135063,8.24126929742249
