model,accuracy,precision,recall,f1,roc_auc,pr_auc,brier,best_epoch,best_val_loss,seed,calibration,auc_ci_lo,auc_ci_hi
GRU (2-layer),0.9611528822055138,0.046052631578947366,0.14583333333333334,0.07,0.7172204641350212,0.027226169000408675,0.0867156285263343,5.0,1.7688190745133343,46.0,platt,0.581,0.761
CNN (3-layer),0.9895572263993316,0.0,0.0,0.0,0.2981957630098453,0.006748711191480636,0.02381996749385595,1.0,1.2219677793257164,46.0,platt,0.254,0.402
Random Forest,0.9565580618212197,0.0,0.0,0.0,0.8244505977496484,0.036012642808145284,0.048891575473401575,,,46.0,,,
Ensemble (avg),0.9667919799498746,0.0,0.0,0.0,0.8531162095639944,0.03711327341477268,0.06154428378122225,,,,,,
Ensemble (60%GRU),0.9628237259816207,0.0,0.0,0.0,0.841587552742616,0.03483064410534029,0.06557706181526135,,,,,,
